"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "fear_failure" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "class_size" "stud_teach_ratio" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav" "teach_multicult"
"1438" 75600053 1 1 0 5 0 -1.8939 -0.8971 0.7703 0.7423 -0.1932 1.1793 1.1956 0.6636 0.7015 1.0346 180 180 90 508.051 466.79 458.087 18 14.2222 -0.6483 -0.0879 0.1795 0.9028 -0.4859
"1439" 75600053 1 1 2 6 0 1.1422 -1.4169 2.4601 1.0101 0.872 1.1793 1.549 1.0196 0.7015 1.0346 180 180 180 501.718 378.519 443.285 18 14.2222 -0.6483 -0.0879 0.1795 0.9028 -0.4859
"1444" 75600053 0 1 0 6 0 -1.8939 2.7249 -0.7823 0.0829 0.1528 -0.9386 0.7919 0.4847 0.6259 1.0346 180 180 180 398.253 331.956 385.35 18 14.2222 -0.6483 -0.0879 0.1795 0.9028 -0.4859
"1445" 75600053 1 2 2 5 0 0.8207 2.7249 -0.7823 1.5675 1.0087 1.1793 1.6403 0.7297 -0.7659 1.0346 225 225 180 477.718 328.715 363.649 18 14.2222 -0.6483 -0.0879 0.1795 0.9028 -0.4859
"1446" 75600053 0 2 0 3 0 -1.8939 0.7979 -0.7823 0.2148 0.1528 1.1793 0.6166 -0.6564 1.314 1.0346 180 180 90 399.026 436.02 411.825 18 14.2222 -0.6483 -0.0879 0.1795 0.9028 -0.4859
"1447" 75600053 1 1 0 6 0 -0.2006 0.2646 0.2308 1.3063 1.5465 1.1793 0.6021 1.2706 -0.2023 -1.0691 180 180 135 461.164 369.669 363.656 18 14.2222 -0.6483 -0.0879 0.1795 0.9028 -0.4859
"1448" 75600053 0 2 0 4 0 -0.687 -0.4794 1.1625 -0.0196 0.2484 -0.8449 0.1733 -0.7556 -0.2116 0.3622 180 180 90 417.162 478.054 452.618 18 14.2222 -0.6483 -0.0879 0.1795 0.9028 -0.4859
"1455" 75600053 1 3 3 6 0 -1.8939 -0.4415 0.7294 -0.6086 -0.1052 0.0477 -0.5157 0.1607 0.2384 0.6364 180 180 270 558.114 512.619 495.865 18 14.2222 -0.6483 -0.0879 0.1795 0.9028 -0.4859
"1458" 75600053 0 1 0 5 0 -1.4869 2.7249 -0.7823 0.0236 -1.2227 -0.1357 0.2032 -0.1584 0.2384 1.0346 180 180 180 523.846 497.878 591.17 18 14.2222 -0.6483 -0.0879 0.1795 0.9028 -0.4859
"1459" 75600053 1 2 2 2 0 -1.4869 0.0716 -0.7823 -0.5975 -0.6541 -1.0118 0.174 -1.5466 0.4394 0.5029 180 180 180 583.412 538.845 580.522 18 14.2222 -0.6483 -0.0879 0.1795 0.9028 -0.4859
"1464" 75600053 0 2 2 4 0 -0.687 -0.7587 -0.7823 -0.3482 -0.5894 0.1806 0.0842 0.0317 0.2148 1.0346 180 180 180 455.065 405.773 358.773 18 14.2222 -0.6483 -0.0879 0.1795 0.9028 -0.4859
"1465" 75600053 0 1 0 4 0 -0.687 0.9517 -0.7823 0.5918 0.5645 1.1793 0.4167 0.3007 1.314 1.0346 180 135 180 421.796 423.534 396.823 18 14.2222 -0.6483 -0.0879 0.1795 0.9028 -0.4859
"1468" 75600054 0 3 2 1 0 -0.13 0.3332 0.7703 -0.9475 -0.3819 -1.2793 -0.2987 -2.146 0.6259 -1.6735 0 90 0 509.993 476.211 393.349 18 24.1935 -0.6344 0.2633 1.0522 -0.0452 -2.1947
"1469" 75600054 0 1 0 3 0 1.4083 -1.0856 -0.7823 -0.0921 -0.338 -1.0118 0.5558 -0.2307 0.7628 0.2127 0 0 0 439.064 551.663 600.279 18 24.1935 -0.6344 0.2633 1.0522 -0.0452 -2.1947
"1470" 75600054 0 1 0 3 0 1.8905 -0.7764 0.1462 -0.0053 -0.338 -0.5668 0.2442 -0.3325 -2.1621 -0.6576 90 90 90 658.364 534.02 575.777 18 24.1935 -0.6344 0.2633 1.0522 -0.0452 -2.1947
"1471" 75600054 1 1 0 4 0 -1.2319 0.6818 -0.7823 0.0062 -0.1932 1.1793 0.0583 -0.7193 1.314 1.0346 90 135 135 511.298 483.863 510.62 18 24.1935 -0.6344 0.2633 1.0522 -0.0452 -2.1947
"1472" 75600054 1 1 0 6 0 -1.4869 0.4893 0.2907 0.1186 -0.1932 -0.6853 0.6222 0.862 -0.4377 1.0346 0 90 0 564.962 588.522 584.711 18 24.1935 -0.6344 0.2633 1.0522 -0.0452 -2.1947
"1473" 75600054 0 1 0 4 0 0.3335 0.0544 -0.7823 0.7372 0.8265 -0.1357 0.2221 0.3622 0.2148 1.0346 0 90 0 556.838 592.598 546.308 18 24.1935 -0.6344 0.2633 1.0522 -0.0452 -2.1947
"1474" 75600054 0 1 0 5 0 0.052 -0.3184 -0.7823 0.5486 -0.0502 1.1793 0.7408 0.7095 -1.6031 -0.6576 0 0 0 512.163 427.173 410.808 18 24.1935 -0.6344 0.2633 1.0522 -0.0452 -2.1947
"1476" 75600054 0 1 0 5 0 1.4083 0.3241 -0.7823 0.5104 0.1299 -0.1357 1.0615 0.866 -0.9329 1.0346 180 180 180 619.987 657.093 625.979 18 24.1935 -0.6344 0.2633 1.0522 -0.0452 -2.1947
"1477" 75600054 1 1 0 5 0 -0.9598 0.9683 -0.7823 0.4137 -0.0502 -0.6122 0.8181 -0.2381 -0.5 0.0116 0 90 0 496.992 507.722 519.53 18 24.1935 -0.6344 0.2633 1.0522 -0.0452 -2.1947
"1478" 75600054 1 1 0 5 0 -0.9823 2.7249 -0.7823 -0.0769 -0.6541 1.1793 0.5709 0.5789 -0.3971 1.0346 200 80 0 490.769 500.022 540.639 18 24.1935 -0.6344 0.2633 1.0522 -0.0452 -2.1947
"1483" 75600054 1 1 0 3 0 1.0671 0.3018 0.2907 -0.05 -0.1932 -0.6122 0.4443 -0.3514 1.314 0.3622 0 90 0 584.564 590.047 580.149 18 24.1935 -0.6344 0.2633 1.0522 -0.0452 -2.1947
"1484" 75600055 1 1 0 6 0 -0.9823 0.6818 0.2907 -0.0721 -0.474 -0.6122 0.4532 -0.1011 0.7628 0.005 270 180 180 458.275 382.311 513.207 13 11.9667 1.2478 -0.3163 -0.9148 -0.1144 0.9042
"1486" 75600055 1 1 0 6 0 0.1097 -1.435 -0.7823 -0.2683 -1.8598 -0.6122 0.6461 -0.2196 -1.1387 1.0346 270 180 270 322.166 329.541 324.954 13 11.9667 1.2478 -0.3163 -0.9148 -0.1144 0.9042
"1487" 75600055 1 2 2 4 1 -0.3009 -0.0323 0.7703 -0.7934 -0.6541 -1.0752 -0.3709 -1.0823 -0.3882 1.0346 270 180 180 470 380.08 404.657 13 11.9667 1.2478 -0.3163 -0.9148 -0.1144 0.9042
"1488" 75600055 0 1 0 3 1 -1.4242 2.7249 -0.7823 0.232 -0.0244 -0.6122 0.9215 -0.66 0.7628 1.0346 180 180 180 368.192 353.645 427.732 13 11.9667 1.2478 -0.3163 -0.9148 -0.1144 0.9042
"1489" 75600055 1 1 0 6 0 -1.8939 -0.3728 -0.7823 -3.4202 -1.8598 -4.4106 -2.6779 -0.614 -2.7106 -2.4468 0 0 0 530.044 464.902 506.29 13 11.9667 1.2478 -0.3163 -0.9148 -0.1144 0.9042
"1490" 75600055 0 1 0 2 0 -1.4242 -0.0358 -0.7823 0.1564 0.2484 -0.6122 0.5705 -0.8637 -1.3345 1.0346 135 135 180 520.496 495.372 540.332 13 11.9667 1.2478 -0.3163 -0.9148 -0.1144 0.9042
"1494" 75600055 0 1 0 3 1 -1.8939 -0.9657 0.2907 -0.0078 -0.1932 -0.6853 0.0148 -0.7506 0.4522 1.0346 180 180 180 428.245 488.302 512.441 13 11.9667 1.2478 -0.3163 -0.9148 -0.1144 0.9042
"1503" 75600056 0 2 2 1 1 1.4083 -0.1041 1.1928 -0.991 -1.8107 -0.6853 -0.407 -1.9504 -0.4171 0.2127 135 135 90 490.207 377.076 438.355 18 12.0504 -0.6483 0.43 0.4781 -1.2356 0.9042
"1509" 75600056 1 2 2 5 1 -0.0845 0.7812 -0.7823 -0.3864 0.2624 1.1793 -1.2822 -0.4605 1.314 1.0346 225 270 90 398.913 323.172 384.514 18 12.0504 -0.6483 0.43 0.4781 -1.2356 0.9042
"1518" 75600056 1 3 2 6 1 -0.3288 -0.4328 -0.7823 -0.7594 -1.8107 -1.2622 0.1776 -0.2492 -0.9422 -1.3964 270 315 225 475.619 269.298 385.561 18 12.0504 -0.6483 0.43 0.4781 -1.2356 0.9042
"1521" 75600056 0 3 2 0 1 0.8794 -0.4908 1.5436 -1.7736 -1.1969 -1.6618 -1.5498 -3.2044 1.314 1.0346 100 120 40 398.809 279.6 316.573 18 12.0504 -0.6483 0.43 0.4781 -1.2356 0.9042
"1524" 75600056 1 1 2 5 0 0.7405 1.008 0.2907 0.3043 0.3276 1.1793 -0.3166 0.5798 0.7015 -0.6439 270 225 225 652.065 599.169 602.043 18 12.0504 -0.6483 0.43 0.4781 -1.2356 0.9042
"1525" 75600056 0 2 2 6 1 1.0109 1.9816 0.2907 -0.8859 0.7354 -1.8561 -1.3918 -0.5292 1.314 0.2127 315 225 90 424.759 366.56 429.165 18 12.0504 -0.6483 0.43 0.4781 -1.2356 0.9042
"1528" 75600057 1 1 2 3 0 -0.687 0.6981 -0.7823 0.2808 0.4863 -0.9779 0.4554 -0.3356 -0.3971 1.0346 250 300 150 575.767 559.785 577.637 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1529" 75600057 0 1 2 5 0 1.8905 0.4809 -0.7823 0.5491 0.1675 1.1793 0.3147 0.584 -0.2023 1.0346 250 250 100 507.209 538.479 547.251 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1530" 75600057 1 2 2 5 0 -1.8939 0.1286 0.8233 0.4688 0.1484 -0.1357 0.5485 0.0127 -0.1512 0.5029 250 300 100 557.648 497.79 506.868 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1531" 75600057 1 1 2 5 0 -0.687 -0.2256 -0.7823 -0.4525 -0.3358 -1.0118 -0.2628 -0.0321 0.7628 -0.6576 250 300 150 624.529 610.056 589.733 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1532" 75600057 0 1 2 5 0 0.4637 0.3921 1.5082 -0.6059 -1.1969 -1.6618 0.3343 -0.2893 -0.6552 -2.4468 250 300 100 432.643 555.393 498.331 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1535" 75600057 1 1 2 3 0 -1.8939 -1.1696 -0.7823 -1.3944 -1.8107 -1.6692 -0.8275 -1.0238 -0.5973 -2.4468 250 300 100 395.537 281.065 297.516 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1538" 75600057 0 1 2 5 0 0.1097 -0.2641 0.1462 -0.3643 -1.8107 0.0477 0.3593 -0.5489 -1.7949 -0.6576 250 300 100 487.626 553.783 458.732 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1539" 75600057 0 1 2 6 0 -0.687 -0.0672 -0.7823 0.627 0.8184 1.1793 -0.2729 0.5331 0.7628 0.2169 250 300 100 656.697 641.868 649.463 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1540" 75600057 1 1 2 5 0 -0.2006 0.0917 0.7703 0.0537 0.2426 -0.1357 -0.3979 0.1863 -0.9422 -0.6576 250 250 150 606.223 536.824 619.289 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1541" 75600057 1 2 2 1 0 -0.3799 -0.4002 1.1928 -0.4162 -0.3358 0.0477 -0.4392 -1.8392 -0.1719 0.5029 440 440 110 455.244 399.055 433.555 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1542" 75600057 1 3 2 2 1 -0.3799 0.2256 -0.7823 -0.1554 -0.5354 1.1793 -0.0275 -1.281 0.7015 1.0346 360 420 120 467.921 370.136 475.251 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1543" 75600057 1 1 2 5 0 -1.4869 0.1974 1.1729 0.6648 1.5156 -0.1357 -0.0091 0.6329 -0.7366 -1.8598 300 350 100 619.802 546.93 540.648 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1545" 75600057 1 1 2 5 0 -0.0845 -0.4276 -0.7823 0.0179 -0.3358 0.0477 0.3322 -0.1541 0.7628 -0.6576 300 240 120 567.456 472.65 469.022 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1547" 75600057 1 2 2 0 1 1.1911 -0.2733 0.2907 -1.5679 -1.8107 -0.6853 -1.5694 -2.9663 0.1597 1.0346 225 225 90 446.437 491.607 481.494 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1549" 75600057 1 1 2 6 1 1.8905 3.22 -0.7823 -0.262 -1.8107 -1.2622 1.4284 -0.4356 1.314 -2.0819 300 300 100 469.552 319.55 365.991 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1550" 75600057 0 1 2 4 1 0.4637 -0.357 1.1928 0.1762 -0.8414 1.1793 0.4517 -0.1362 0.2148 -0.6576 525 630 210 508.573 466.604 466.753 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1551" 75600057 1 1 2 6 0 -1.8939 0.8964 1.1928 -0.582 -0.607 -0.6853 -0.3336 0.0863 0.4522 1.0346 250 300 100 439.501 377.459 397.17 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1553" 75600057 1 2 2 5 0 -0.3799 0.37 -0.7823 -0.5645 -0.208 -1.3525 -0.6412 -0.698 0.481 -1.3914 225 270 90 510.145 527.942 542.836 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1556" 75600057 0 1 2 4 0 0.4637 0.3939 0.2907 -0.1933 -0.8414 -0.5492 0.6177 -0.3734 -1.2066 1.0346 250 300 100 533.738 502.242 548.789 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1557" 75600057 0 3 2 5 1 -0.7592 1.9816 0.2308 0.0429 0.4503 -0.6853 -0.4538 -0.395 -0.3584 1.0346 300 300 100 440.828 404.94 374.196 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1558" 75600057 1 1 2 5 0 -0.687 0.0475 -0.7823 -0.7337 -1.8107 -1.0118 -0.0278 -0.6132 0.3995 -0.6576 250 250 100 654.031 602.691 657.991 23 14.746 -1.4212 -0.3163 -0.4097 -0.5582 -1.5648
"1562" 75600058 0 3 2 5 1 1.1911 -0.5665 -0.7823 -0.3927 -0.1052 1.1793 -0.3133 -0.4874 0.385 -0.6576 270 225 180 371.255 411.773 438.487 13 12.8205 -0.949 0.436 0.3442 0.9355 -0.4859
"1563" 75600058 0 1 2 6 0 -0.687 -0.919 0.8233 1.047 0.6561 0.031 1.2251 0.3371 -0.5488 1.0346 180 225 180 390.344 410.057 466.348 13 12.8205 -0.949 0.436 0.3442 0.9355 -0.4859
"1566" 75600058 0 3 2 2 0 -1.8939 0.9423 -0.7823 -0.5389 -0.6541 1.1793 -0.1587 -1.4691 -0.9734 0.5029 180 135 180 534.494 553.862 533.568 13 12.8205 -0.949 0.436 0.3442 0.9355 -0.4859
"1567" 75600058 1 3 2 5 0 -0.687 -1.0523 -0.7823 -0.4196 0.2484 -0.6122 -0.5274 -0.5599 1.314 0.3622 225 225 180 406.902 304.008 375.305 13 12.8205 -0.949 0.436 0.3442 0.9355 -0.4859
"1568" 75600058 1 1 0 5 0 -1.4869 1.4326 -0.7823 0.5018 0.4254 0.0477 0.0972 -0.0903 0.039 0.3622 225 180 90 668.885 614.544 640.038 13 12.8205 -0.949 0.436 0.3442 0.9355 -0.4859
"1570" 75600058 1 2 3 4 0 -0.13 0.3581 -0.7823 -0.1436 0.3567 1.1793 -0.7433 -1.0717 -1.8485 1.0346 270 135 90 636.361 564.701 534.009 13 12.8205 -0.949 0.436 0.3442 0.9355 -0.4859
"1571" 75600058 1 2 2 6 0 -0.2006 -1.1482 1.1928 0.1599 0.4616 -0.1357 -0.0461 0.6089 -0.1605 0.3586 180 180 90 602.917 582.668 639.511 13 12.8205 -0.949 0.436 0.3442 0.9355 -0.4859
"1573" 75600058 0 1 0 5 0 0.1097 -0.6913 0.2907 0.8571 0.1299 1.1793 1.0685 0.9761 -0.3584 0.2127 180 180 180 612.709 551.398 525.618 13 12.8205 -0.949 0.436 0.3442 0.9355 -0.4859
"1574" 75600058 1 1 2 6 0 0.4637 -0.6613 -0.7823 -0.6087 -0.1052 -0.6853 0.2222 -0.4728 -1.1481 -0.6576 180 180 90 476.432 370.143 327.983 13 12.8205 -0.949 0.436 0.3442 0.9355 -0.4859
"1575" 75600058 1 1 0 4 0 -0.9295 -0.9606 0.2907 0.4385 0.1528 1.1793 0.6274 -0.5617 0.7628 -0.9167 180 225 90 495.052 405.327 360.339 13 12.8205 -0.949 0.436 0.3442 0.9355 -0.4859
"1576" 75600058 1 2 2 2 0 -0.9295 0.6576 -0.7823 -0.8462 -0.6541 -0.3487 -0.578 -1.8051 -1.6385 0.2169 200 200 50 347.134 327.879 298.401 13 12.8205 -0.949 0.436 0.3442 0.9355 -0.4859
"1577" 75600058 1 1 2 6 1 0.176 -0.3486 0.2907 -0.9232 -1.8598 0.1806 -0.8693 -0.5449 1.314 -1.7671 270 180 180 440.66 406.944 461.145 13 12.8205 -0.949 0.436 0.3442 0.9355 -0.4859
"1578" 75600058 1 2 2 1 0 0.8794 1.4685 0.2907 -0.7113 -1.2227 -0.1357 -0.578 -1.9336 0.6259 -0.6576 270 180 90 485.055 411.035 451.229 13 12.8205 -0.949 0.436 0.3442 0.9355 -0.4859
"1579" 75600058 0 3 2 3 1 1.3423 -0.8461 0.7703 -1.5791 -1.2227 0.0477 -1.5755 -1.5282 -0.5488 1.0346 270 225 90 478.521 468.63 519.71 13 12.8205 -0.949 0.436 0.3442 0.9355 -0.4859
"1583" 75600058 1 3 2 5 0 -0.1748 0.2143 -0.7823 0.0064 0.339 0.1806 -0.2824 0.3035 0.385 1.0346 135 45 180 409.55 314.14 385.751 13 12.8205 -0.949 0.436 0.3442 0.9355 -0.4859
"1585" 75600058 1 1 0 2 1 -0.4342 1.4685 -0.7823 -0.5829 -0.6541 -0.6122 0.1026 -0.6774 0.2485 1.0346 135 180 90 502.343 535.964 489.058 13 12.8205 -0.949 0.436 0.3442 0.9355 -0.4859
"1586" 75600058 1 2 2 2 0 1.4083 0.3084 -0.7823 -0.6831 -0.7888 1.1793 -1.2463 -1.5356 0.4522 -1.6735 450 225 90 500.057 376.018 392.101 13 12.8205 -0.949 0.436 0.3442 0.9355 -0.4859
"1591" 75600059 1 1 0 5 0 0.3335 -1.1351 1.203 0.3288 -0.0502 0.1806 0.6642 0.3482 -0.2327 0.6402 270 270 180 473.064 416.867 386.164 23 11.8089 0.1 -0.614 1.4126 -0.3881 -0.4859
"1593" 75600059 0 2 2 3 0 0.0208 0.4909 0.2907 -0.1415 0.1528 1.1793 0.0667 -0.6765 -1.6385 1.0346 225 225 180 541.159 462.846 409.866 23 11.8089 0.1 -0.614 1.4126 -0.3881 -0.4859
"1595" 75600059 1 2 0 5 0 -1.8939 2.7249 -0.7823 -0.3263 -1.8598 1.1793 0.284 -0.4592 1.314 -1.5824 720 720 0 393.816 291.35 384.294 23 11.8089 0.1 -0.614 1.4126 -0.3881 -0.4859
"1596" 75600059 0 2 2 2 1 -1.4869 0.6818 -0.7823 -0.2602 -0.6541 -0.6122 0.7223 -1.2618 -0.5778 1.0346 225 225 90 459.912 415.536 411.354 23 11.8089 0.1 -0.614 1.4126 -0.3881 -0.4859
"1597" 75600059 1 1 0 6 0 -0.1748 0.0348 -0.7823 -0.0835 -0.6541 1.1793 0.184 0.741 -1.7418 1.0346 225 225 180 594.188 602.664 555.588 23 11.8089 0.1 -0.614 1.4126 -0.3881 -0.4859
"1598" 75600059 1 1 0 2 0 -1.2792 2.7249 -0.7823 0.4435 0.1299 -0.6122 1.5157 -0.1439 -1.1846 1.0346 225 225 90 623.009 548.302 600.267 23 11.8089 0.1 -0.614 1.4126 -0.3881 -0.4859
"1599" 75600059 1 1 0 3 0 -1.8939 -0.2444 2.07 1.6836 1.5465 -0.1357 1.7937 0.5158 1.314 1.0346 270 270 90 555.039 512.749 475.721 23 11.8089 0.1 -0.614 1.4126 -0.3881 -0.4859
"1600" 75600059 0 1 2 4 0 -0.3799 -0.4025 3.8591 -2.1214 -0.3819 -2.3503 -1.7427 -0.7652 0.2485 -1.4861 225 225 180 404.208 395.521 483.817 23 11.8089 0.1 -0.614 1.4126 -0.3881 -0.4859
"1602" 75600059 1 1 2 3 1 -0.0845 -1.0831 -0.7823 -0.0915 -0.0401 -0.1357 0.3984 -0.4116 1.314 -0.6576 180 180 90 420.914 384.92 348.558 23 11.8089 0.1 -0.614 1.4126 -0.3881 -0.4859
"1607" 75600059 1 2 2 6 0 -0.3799 -1.0499 -0.7823 -1.109 -1.8598 -0.4396 -0.662 -0.4988 -0.8998 -1.0657 300 240 180 335.893 318.526 409.484 23 11.8089 0.1 -0.614 1.4126 -0.3881 -0.4859
"1608" 75600059 0 2 2 6 0 0.052 -0.2203 0.2907 1.0379 0.4616 -0.6122 1.4636 1.3607 0.4394 0.3622 225 225 180 629.792 563.787 569.676 23 11.8089 0.1 -0.614 1.4126 -0.3881 -0.4859
"1611" 75600059 1 1 0 6 0 -1.8939 0.3241 -0.7823 -0.1833 -0.3819 -0.6122 0.3763 0.8195 1.314 1.0346 225 225 90 513.04 475.088 488.824 23 11.8089 0.1 -0.614 1.4126 -0.3881 -0.4859
"1613" 75600059 0 1 0 5 1 1.8905 -0.2256 0.2907 -0.3583 -0.474 0.2646 -0.4521 -0.4473 -0.0348 1.0346 225 225 90 458.177 497.66 406.484 23 11.8089 0.1 -0.614 1.4126 -0.3881 -0.4859
"1617" 75600059 0 1 0 4 0 0.052 -0.0649 -0.7823 -0.0639 -0.1052 -1.0118 0.8177 0.2023 -1.1481 1.0346 225 225 180 414.321 466.107 400.208 23 11.8089 0.1 -0.614 1.4126 -0.3881 -0.4859
"1623" 75600060 0 2 3 6 1 0.1097 -1.0013 0.7703 0.662 0.0213 -0.6853 1.5516 1.1733 1.314 1.0346 250 300 150 499.049 495.352 495.461 23 11.3023 0.265 -1.4551 0.6121 -1.2356 0.3009
"1625" 75600060 0 1 2 5 1 0.8794 -1.186 2.0604 -0.1081 0.1937 1.1793 0.1435 -0.3347 0.039 1.0346 300 360 180 435.432 378.784 408.208 23 11.3023 0.265 -1.4551 0.6121 -1.2356 0.3009
"1633" 75600060 1 2 2 6 0 -0.687 -0.0553 -0.7823 -0.5623 0.5835 -0.4903 -1.3018 -0.379 0.2148 1.0346 225 225 135 492.887 536.487 461.66 23 11.3023 0.265 -1.4551 0.6121 -1.2356 0.3009
"1634" 75600060 0 1 0 6 0 -0.2006 -0.1858 -0.7823 0.5848 0.2269 -0.6853 0.781 1.1596 -0.9734 1.0346 225 270 135 594.913 593.086 549.646 23 11.3023 0.265 -1.4551 0.6121 -1.2356 0.3009
"1641" 75600062 0 1 2 5 0 0.052 -0.3531 0.2907 -0.5046 0.2041 -0.1357 -1.0845 -0.5951 -0.0037 1.0346 135 225 270 541.201 616.618 573.877 23 11.0714 -0.9432 0.2765 0.8153 -0.1662 -0.3006
"1645" 75600062 0 1 2 5 0 0.4637 -0.1287 -0.7823 1.3538 0.7354 1.1793 2.0677 0.7231 -1.1481 1.0346 135 180 270 486.218 530.052 473.672 23 11.0714 -0.9432 0.2765 0.8153 -0.1662 -0.3006
"1646" 75600062 0 3 2 6 0 1.8905 -1.3692 1.1928 1.4719 0.7895 0.0477 0.9161 1.1479 -1.3684 0.3622 240 300 420 658.517 618.601 627.364 23 11.0714 -0.9432 0.2765 0.8153 -0.1662 -0.3006
"1647" 75600062 0 1 2 6 0 1.3423 -1.1224 1.1928 1.0753 0.2975 1.1793 1.1282 1.045 0.1694 1.0346 225 225 315 693.679 619.766 621.19 23 11.0714 -0.9432 0.2765 0.8153 -0.1662 -0.3006
"1648" 75600062 1 1 2 6 0 0.5949 -0.357 0.7703 1.1328 0.4863 1.1793 0.7568 1.2532 -1.6385 1.0346 180 225 315 676.939 644.269 610.241 23 11.0714 -0.9432 0.2765 0.8153 -0.1662 -0.3006
"1649" 75600062 1 3 2 6 0 -0.2459 -0.2641 0.7703 0.6582 0.3907 -0.1357 0.2669 1.0196 0.2485 1.0346 270 225 270 696.754 639.03 599.061 23 11.0714 -0.9432 0.2765 0.8153 -0.1662 -0.3006
"1651" 75600062 0 1 2 6 0 1.4083 0.0917 -0.7823 0.6895 0.8768 -0.1357 0.0078 1.0817 -1.3345 -0.6576 180 225 90 742.444 674.866 667.638 23 11.0714 -0.9432 0.2765 0.8153 -0.1662 -0.3006
"1652" 75600062 0 1 2 6 0 0.855 -0.4908 0.2907 1.1405 1.5156 1.1793 0.043 1.4041 -1.2907 1.0346 180 225 180 720.794 724.921 639.821 23 11.0714 -0.9432 0.2765 0.8153 -0.1662 -0.3006
"1654" 75600062 0 2 2 6 0 0.4637 -0.4018 -0.7823 0.6452 0.1484 0.0477 0.7334 1.0629 -0.7074 -0.6576 225 225 90 633.625 564.802 553.565 23 11.0714 -0.9432 0.2765 0.8153 -0.1662 -0.3006
"1655" 75600062 0 1 2 6 0 0.2201 -0.0382 -0.7823 1.0897 1.5156 -0.1357 0.1915 1.351 -0.1605 1.0346 135 180 90 659.56 638.634 644.435 23 11.0714 -0.9432 0.2765 0.8153 -0.1662 -0.3006
"1656" 75600062 0 1 2 5 0 0.052 0.7984 -0.7823 -0.2554 -0.2181 -0.1357 -0.5741 0.4253 0.2485 1.0346 180 270 225 617.11 619.296 561.915 23 11.0714 -0.9432 0.2765 0.8153 -0.1662 -0.3006
"1657" 75600062 0 3 3 6 0 0.7405 -0.2193 -0.7823 -0.1238 -0.031 0.0477 -0.1132 0.3972 0.385 0.2169 180 225 225 618.265 622.865 591.254 23 11.0714 -0.9432 0.2765 0.8153 -0.1662 -0.3006
"1659" 75600062 0 1 2 6 0 0.6556 -0.6095 -0.7823 0.9262 0.8768 -0.1357 0.8514 1.2626 -1.1176 1.0346 180 225 315 607.324 633.41 598.933 23 11.0714 -0.9432 0.2765 0.8153 -0.1662 -0.3006
"1661" 75600062 0 2 3 6 0 0.8794 -0.1468 1.4812 -0.0074 -0.3763 -1.0118 0.5156 -0.0326 0.7628 1.0346 180 180 135 563.938 679.793 585.134 23 11.0714 -0.9432 0.2765 0.8153 -0.1662 -0.3006
"1664" 75600062 1 1 2 6 0 0.1097 -0.8714 -0.7823 0.0764 -0.3358 0.0477 0.5234 0.9668 -0.5575 -1.1847 180 225 225 651.895 571.309 520.246 23 11.0714 -0.9432 0.2765 0.8153 -0.1662 -0.3006
"1665" 75600062 0 2 2 1 0 0.1097 -0.2641 0.2907 -1.0211 -1.8107 -0.1357 -0.9547 -1.7285 -0.2023 -0.6576 90 135 90 562.061 522.486 560.224 23 11.0714 -0.9432 0.2765 0.8153 -0.1662 -0.3006
"1666" 75600062 0 1 2 6 0 0.4637 0.0203 -0.7823 -0.0503 0.3276 -0.1357 -1.1608 0.9574 0.7628 0.2169 180 225 405 670.13 728.801 653.165 23 11.0714 -0.9432 0.2765 0.8153 -0.1662 -0.3006
"1667" 75600062 1 1 2 6 0 -0.2006 -0.7131 0.2907 0.2887 1.075 -1.0193 -0.3867 0.9741 -0.2327 0.5029 180 225 270 558.46 581.881 643.503 23 11.0714 -0.9432 0.2765 0.8153 -0.1662 -0.3006
